_id,Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Motor(cilindraje),Placa,Tapizado,Dirección,Entrada desde,Cuotas desde,Número de cuotas,Tipo de Motor
673ab1bf1a5f1961c1ed1d5b,2014,140000,17.9,Quito,Fijo,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d5c,2021,12000,13.9,Quito,Fijo,USED,MG,Sedán,MG5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d5d,2011,215000,47.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d5e,2008,156106,8.9,Quito,Fijo,USED,BMW,Coupé,135i,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d5f,2017,120000,14.9,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d60,2015,91000,20.9,Quito,Fijo,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d61,2020,65000,5.5,Quito,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d62,2006,246000,14.9,Quito,Fijo,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d63,2013,120000,7.9,Quito,Fijo,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d64,2009,151000,15.9,Quito,Fijo,USED,Skoda,Hatchback (5 Puertas),Fabia,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d65,2017,32000,62,Quito,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Polo Sport,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d66,2013,80000,16.3,Quito,Negociable,USED,Chevrolet,Coupé,Camaro RS,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d67,2014,95000,11.9,Cuenca,Negociable,USED,Ford,Todoterreno,Ecosport Titanium,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d68,2019,39000,12.9,Ambato,Negociable,USED,Shineray,Van Pasajeros,X30L,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d69,2013,128000,18.5,Quito,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d6a,2014,191000,24.9,Ambato,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d6b,2007,159164,,Quito,Fijo,USED,Great Wall,Todoterreno,Haval M4,#1719416,36000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Rojo,4,1500,Pichincha,Cuero,Electrónica,,,,1.5
673ab1bf1a5f1961c1ed1d6c,2019,85000,12.9,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d6d,2007,279000,10.9,Quito,Negociable,USED,Mitsubishi,Crossover,Outlander,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d6e,2019,83000,14.9,Quito,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d6f,2019,49000,10.9,Ambato,Negociable,USED,Shineray,Van,X30 CARGO,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d70,2013,183200,14.9,Quito,Fijo,USED,Ford,SUV,Escape,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d71,2012,345000,12.9,Quito,Fijo,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d72,1996,400000,5.9,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,Silverado,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d73,2015,104000,20.9,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d74,2017,81000,30.79,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d75,2022,22000,34.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d76,2010,80000,39.9,Quito,Negociable,USED,BMW,Todoterreno,X6,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d77,2019,72600,22.9,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d78,2019,74000,17.9,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T6,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d79,2008,239000,15.3,Quito,Negociable,USED,Hyundai,Todoterreno,Veracruz,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d7a,2017,139000,10.9,Quito,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d7b,2015,82000,15.8,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d7c,2011,168000,15.9,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d7d,2011,250000,6.9,Quito,Fijo,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d7e,2017,130000,25.9,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d7f,2019,73000,27.5,Quito,Negociable,USED,Kia,Crossover,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d80,2023,14000,14.4,Quito,Negociable,USED,Soueast,Sedán,A5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d81,2005,175645,9.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara XL7,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d82,2014,74000,17.9,Quito,Fijo,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d83,2013,162000,25.5,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d84,2005,280000,7.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d85,2020,70000,37.9,Quito,Negociable,USED,Ford,Todoterreno,Ranger,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d86,2011,14500,18.9,Quito,Negociable,USED,Honda,Coupé,Civic,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d87,2016,90000,49.99,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d88,2019,69000,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d89,2013,175600,9.9,Quito,Fijo,USED,Nissan,Sedán,Sentra Sport,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d8a,2019,100000,14.9,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d8b,2013,171000,19.9,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d8c,2005,200000,5.4,Quito,Negociable,USED,Renault,Sedán,Symbol,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d8d,2019,64200,12.9,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d8e,2008,174000,6.9,Quito,Negociable,USED,Renault,Sedán,Logan,#1721831,250000 Kms,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d8f,2014,124000,15.9,Quito,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d90,2017,88000,17.9,Quito,Fijo,USED,Kia,Crossover,NIRO Hibrido,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d91,2019,95000,18.9,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d92,2019,33000,74.9,Quito,Fijo,USED,Ford,Coupé,Mustang,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d93,2016,156000,17.3,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ Next,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d94,2014,14500,82.9,Quito,Negociable,USED,Audi,Coupé,A5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d95,2020,58000,13.5,Quito,Negociable,USED,DFSK,Mini van (MPV),C37  AC 1.5 4P,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d96,2019,26600,17.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),RIO EX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d97,2018,80000,21.9,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),3,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d98,2014,124000,15.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d99,2019,12000,13.8,Cuenca,Negociable,USED,Faw,Mini van (MPV),Actis V80 Full,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d9a,2018,94000,21.9,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d9b,2015,80000,20.9,Quito,Negociable,USED,Nissan,Crossover,X-Trail Advance,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d9c,2016,132000,13.4,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d9d,2019,67000,14.9,Quito,Negociable,USED,JAC,Todoterreno,S2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d9e,2017,60000,20.9,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE R LX 2.0,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1d9f,2012,93000,13.9,Quito,Fijo,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1da0,2013,162000,16.9,Quito,Negociable,USED,Hyundai,Hatchback (3 Puertas),Veloster,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1da1,2014,149000,12.9,Quito,Fijo,USED,Volkswagen,Hatchback (5 Puertas),GOL 1.6,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1da2,2007,225000,10.9,Quito,Fijo,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1da3,2018,54000,16.9,Quito,Fijo,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1da4,2020,25000,14.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),picanto pro,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1da5,2004,144000,10.9,Quito,Fijo,USED,Chevrolet,Camioneta Cabina Simple,Silverado K 1500 Ext Cab 4wd,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1da6,2022,68000,20.5,Ambato,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE 7 2.0 CD 4X2 DIESEL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1da7,2013,180000,9.4,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1da8,2012,200000,14.9,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1da9,2022,10100,31.9,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1daa,1972,10,5.85,Cuenca,Negociable,USED,Nissan,Camioneta Cabina Simple,1200,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dab,2003,160000,14.9,Cuenca,Negociable,USED,Mercedes Benz,Sedán,C180 K,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dac,2020,65000,19.9,Quito,Negociable,USED,Soueast,Todoterreno,DX7 Prime,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dad,2011,199000,18.5,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 SC AC3.7 CD 4X2 TA,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dae,2021,63000,13.9,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1daf,1994,334000,7.5,Quito,Fijo,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1db0,2015,150000,10.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Sail,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1db1,2016,131000,16.9,Atuntaqui,Negociable,USED,Hyundai,Hatchback (3 Puertas),Veloster,#1717001,162000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Blanco,4,1600,Imbabura,Cuero,Electrónica,,,,1.6
673ab1bf1a5f1961c1ed1db2,2018,31900,53.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1db3,2010,269881,15.9,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1db4,2012,128000,11.9,Quito,Negociable,USED,Great Wall,Todoterreno,Hover H5 Elite,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1db5,2022,29000,15.9,Quito,Fijo,USED,Hyundai,Sedán,Verna,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1db6,2012,188000,12.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1db7,2013,116712,37.5,Quito,Negociable,USED,Volkswagen,Microbus,Crafter,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1db8,2019,36000,14.9,Quito,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1db9,2011,199000,14.9,Quito,Fijo,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dba,2007,157215,9.9,Quito,Negociable,USED,Volkswagen,Station Wagon,Spacefox,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dbb,2011,178104,14,Quito,Fijo,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dbc,2017,59000,14.3,Quito,Negociable,USED,Zotye,Todoterreno,T600,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dbd,2022,17000,13.95,Quito,Negociable,USED,Changan,Sedán,Alsvin,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dbe,2015,54191,11.9,Quito,Negociable,USED,BYD,Sedán,F3,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dbf,2002,342000,5.8,Quito,Negociable,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dc0,2022,33000,30.9,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,RICH,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dc1,2017,99130,38.9,Quito,Fijo,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dc2,2007,212000,29.7,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner SR5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dc3,2020,39859,49.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dc4,2017,60615,18.4,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dc5,2019,48400,59.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dc6,2022,21000,41.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Exclusive,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dc7,2010,135000,9.6,Ambato,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dc8,2018,88000,19.5,Quito,Negociable,USED,Nissan,Todoterreno,Kicks,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dc9,2015,124000,10.8,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dca,2019,50000,12.3,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dcb,2011,168000,12.9,Quito,Fijo,USED,Mazda,Sedán,6 GT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dcc,2014,150000,22.9,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dcd,2013,195874,19.9,Quito,Negociable,USED,Toyota,Todoterreno,NEW RAV 4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dce,2016,101000,17.4,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dcf,2012,167000,11.9,Quito,Negociable,USED,Toyota,Sedán,Corolla 1.6,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dd0,2017,41000,15.8,Quito,Negociable,USED,Kia,Crossover,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dd1,2015,153000,10.99,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dd2,2012,141050,64.9,Quito,Negociable,USED,Great Wall,Todoterreno,H3 2.0,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dd3,2018,50000,26.49,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dd4,2022,42980,,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,#1721350,39859 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 4,Plomo,8,3000,Pichincha,Cuero,Hidráulica,,,,V6
673ab1bf1a5f1961c1ed1dd5,2016,131000,8.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dd6,2014,125000,26.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dd7,2020,40000,15.9,Quito,Negociable,USED,Kia,Sedán,Rio Xcite,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dd8,2023,3990,18.69,Quito,Fijo,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dd9,2009,120000,8.9,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),206,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dda,2002,177000,9.5,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Rodeo,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ddb,2020,46000,26.9,Ambato,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ddc,2023,5000,17.9,Ambato,Negociable,USED,Ram,Camioneta Cabina Simple,RAM 700 SLT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ddd,2016,73675,17.5,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dde,2019,84000,27.4,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ddf,2006,80000,20.9,Quito,Negociable,USED,Mercedes Benz,Todoterreno,ML 500 AMG,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1de0,2013,75000,49.9,Quito,Negociable,USED,Toyota,Todoterreno,Sequoia,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1de1,2001,1,8.4,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5P 4X4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1de2,2020,49000,20.999,Quito,Negociable,USED,Hyundai,Utilitario,Creta,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1de3,2021,21200,17.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),RIO EX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1de4,2021,52000,13.999,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1de5,2017,38500,32.5,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1de6,2009,170000,11.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Xtreme,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1de7,2020,49000,15.99,Quito,Fijo,USED,Kia,Sedán,Rio,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1de8,2006,230000,8.9,Quito,Negociable,USED,Volkswagen,Sedán,Bora,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1de9,2017,90000,36.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dea,2017,100000,17.3,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1deb,2009,210000,16.9,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dec,2021,51000,14.9,Quito,Negociable,USED,Chevrolet,Sedán,ONIX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ded,2020,30000,104,Quito,Negociable,USED,Ford,Todoterreno,RAPTOR,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dee,2007,300000,8.9,Quito,Fijo,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1def,2020,11000,12.8,Guayaquil,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1df0,2012,137500,13,Milagro,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1df1,2019,55000,15.9,Atuntaqui,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1df2,2006,209000,15.9,Cuenca,Negociable,USED,Ford,Todoterreno,Expedition Eddie Bauer,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1df3,2014,245000,17,Cuenca,Negociable,USED,Kia,Van,Carnival,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1df4,1998,146000,8.3,Quito,Negociable,USED,Toyota,Sedán,Tercel,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1df5,2017,77000,18.7,Atuntaqui,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1df6,2020,78000,32.8,Atuntaqui,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1df7,2020,93000,15.9,Quito,Fijo,USED,Nissan,Todoterreno,X-Trail Xtreme,#1721037,170000 Kms,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1df8,2015,150000,13.9,Quito,Negociable,USED,Nissan,Sedán,Sentra Advance MT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1df9,2014,109000,14.9,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dfa,2013,120000,13.9,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dfb,2019,64000,13.4,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dfc,2014,96859,15,Quito,Negociable,USED,Volkswagen,Sedán,Jetta,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dfd,2021,40000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,ONIX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dfe,2009,248000,48,Quito,Negociable,USED,Kia,Mini van (MPV),Carens,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1dff,2018,92000,10.9,Guayaquil,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Laredo,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1e00,2009,248000,10.9,Quito,Negociable,USED,Kia,Mini van (MPV),Carens Rondo,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1e01,2009,248000,18.5,Quito,Negociable,USED,Kia,Mini van (MPV),Rondo,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1e02,2020,28000,58.9,Guayaquil,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1e03,2016,99800,26.4,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
